Other Store Based Retailing,Dollars (millions),H27,Additions to fixed assets,Financial position,108,ANZSIC06 group G427,Finance,Total,Group
2013,Level 4,MN111,"Scientific, Architectural and Engineering Services",Dollars (millions),H23,Surplus before income tax,Financial performance,697.00,ANZSIC06 groups M691 and M692
2013,Level 4,MN111,"Scientific, Architectural and Engineering Services",Dollars (millions),H24,Total assets,Financial position,4212.00,ANZSIC06 groups M691 and M692
2013,Level 4,MN111,"Scientific, Architectural and Engineering Services",Dollars (millions),H25,Current assets,Financial position,2569.00,ANZSIC06 groups M691 and M692
2013,Level 4,MN111,"Scientific, Architectural and Engineering Services",Dollars (millions),H26,Fixed tangible assets,Financial position,726.00,ANZSIC06 groups M691 and M692
2013,Level 4,MN111,"Scientific, Architectural and Engineering Services",Dollars (millions),H27,Additions to fixed assets,Financial position,240.00,ANZSIC06 groups M691 and M692
2013,Level 4,MN111,"Scientific, Architectural and Engineering Services",Dollars (millions),H28,Disposals of fixed assets,Financial position,113.00,ANZSIC06 groups M691 and M692
2013,Level 4,MN111,"Scientific, Architectural and Engineering Services",Dollars (millions),H29,Other assets,Financial position,918.00,ANZSIC06 groups M691 and M692
2013,Level 4,MN111,"Scientific, Architectural and Engineering Services",Dollars (millions),H30,Total equity and liabilities,Financial position,4212.00,ANZSIC06 groups M691 and M692
2013,Level 4,MN111,"Scientific, Architectural and Engineering Services",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,1863.00,ANZSIC06 groups M691 and M692
2013,Level 4,MN111,"Scientific, Architectural and Engineering Services",Dollars (millions),H32,Current liabilities,Financial position,1888.00,ANZSIC06 groups M691 and M692
2013,Level 4,MN111,"Scientific, Architectural and Engineering Services",Dollars (millions),H33,Other liabilities,Financial position,462.00,ANZSIC06 groups M691 and M692
2013,Level 4,MN111,"Scientific, Architectural and Engineering Services",Dollars,H34,Total income per employee count,Financial ratios,234000.00,ANZSIC06 groups M691 and M692
2013,Level 4,MN111,"Scientific, Architectural and Engineering Services",Dollars,H35,Surplus per employee count,Financial ratios,23100.00,ANZSIC06 groups M691 and M692
2013,Level 4,MN111,"Scientific, Architectural and Engineering Services",Percentage,H36,Current ratio,Financial ratios,136.00,ANZSIC06 groups M691 and M692
2013,Level 4,MN111,"Scientific, Architectural and Engineering Services",Percentage,H37,Quick ratio,Financial ratios,124.00,ANZSIC06 groups M691 and M692
2013,Level 4,MN111,"Scientific, Architectural and Engineering Services",Percentage,H39,Return on equity,Financial ratios,37.00,ANZSIC06 groups M691 and M692
2013,Level 4,MN111,"Scientific, Architectural and Engineering Services",Percentage,H40,Return on total assets,Financial ratios,17.00,ANZSIC06 groups M691 and M692
2013,Level 4,MN111,"Scientific, Architectural and Engineering Services",Percentage,H41,Liabilities structure,Financial ratios,44.00,ANZSIC06 groups M691 and M692
2013,Level 4,MN112,Legal and Accounting Services,Dollars (millions),H01,Total income,Financial performance,5319.00,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Dollars (millions),H04,Sales of goods and services,Financial performance,5275.00,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,C,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,C,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Dollars (millions),H07,Non-operating income,Financial performance,14.00,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Dollars (millions),H08,Total expenditure,Financial performance,3734.00,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Dollars (millions),H09,Interest and donations,Financial performance,79.00,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Dollars (millions),H10,Indirect taxes,Financial performance,12.00,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Dollars (millions),H11,Depreciation,Financial performance,78.00,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Dollars (millions),H12,Salaries and wages paid,Financial performance,1923.00,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Dollars (millions),H13,Redundancy and severance,Financial performance,1.00,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,1603.00,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Dollars (millions),H20,Non-operating expenses,Financial performance,39.00,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Dollars (millions),H21,Opening stocks,Financial performance,61.00,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Dollars (millions),H22,Closing stocks,Financial performance,70.00,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Dollars (millions),H23,Surplus before income tax,Financial performance,1595.00,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Dollars (millions),H24,Total assets,Financial position,2841.00,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Dollars (millions),H25,Current assets,Financial position,1539.00,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Dollars (millions),H26,Fixed tangible assets,Financial position,470.00,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Dollars (millions),H27,Additions to fixed assets,Financial position,143.00,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Dollars (millions),H28,Disposals of fixed assets,Financial position,64.00,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Dollars (millions),H29,Other assets,Financial position,832.00,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Dollars (millions),H30,Total equity and liabilities,Financial position,2841.00,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,1217.00,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Dollars (millions),H32,Current liabilities,Financial position,892.00,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Dollars (millions),H33,Other liabilities,Financial position,732.00,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Dollars,H34,Total income per employee count,Financial ratios,176800.00,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Dollars,H35,Surplus per employee count,Financial ratios,53000.00,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Percentage,H36,Current ratio,Financial ratios,172.00,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Percentage,H37,Quick ratio,Financial ratios,165.00,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Percentage,H39,Return on equity,Financial ratios,131.00,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Percentage,H40,Return on total assets,Financial ratios,56.00,ANZSIC06 group M693
2013,Level 4,MN112,Legal and Accounting Services,Percentage,H41,Liabilities structure,Financial ratios,43.00,ANZSIC06 group M693
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Dollars (millions),H01,Total income,Financial performance,10514.00,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Dollars (millions),H04,Sales of goods and services,Financial performance,7718.00,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,2434.00,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,54.00,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Dollars (millions),H07,Non-operating income,Financial performance,308.00,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Dollars (millions),H08,Total expenditure,Financial performance,8559.00,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Dollars (millions),H09,Interest and donations,Financial performance,776.00,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Dollars (millions),H10,Indirect taxes,Financial performance,22.00,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Dollars (millions),H11,Depreciation,Financial performance,243.00,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Dollars (millions),H12,Salaries and wages paid,Financial performance,2742.00,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Dollars (millions),H13,Redundancy and severance,Financial performance,8.00,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,4277.00,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Dollars (millions),H20,Non-operating expenses,Financial performance,499.00,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Dollars (millions),H21,Opening stocks,Financial performance,89.00,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Dollars (millions),H22,Closing stocks,Financial performance,112.00,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Dollars (millions),H23,Surplus before income tax,Financial performance,1978.00,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Dollars (millions),H24,Total assets,Financial position,40774.00,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Dollars (millions),H25,Current assets,Financial position,17761.00,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Dollars (millions),H26,Fixed tangible assets,Financial position,2051.00,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Dollars (millions),H27,Additions to fixed assets,Financial position,403.00,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Dollars (millions),H28,Disposals of fixed assets,Financial position,309.00,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Dollars (millions),H29,Other assets,Financial position,20963.00,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Dollars (millions),H30,Total equity and liabilities,Financial position,40774.00,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,15507.00,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Dollars (millions),H32,Current liabilities,Financial position,16617.00,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Dollars (millions),H33,Other liabilities,Financial position,8649.00,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Dollars,H34,Total income per employee count,Financial ratios,337600.00,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Dollars,H35,Surplus per employee count,Financial ratios,63500.00,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Percentage,H36,Current ratio,Financial ratios,107.00,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Percentage,H37,Quick ratio,Financial ratios,106.00,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Percentage,H39,Return on equity,Financial ratios,13.00,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Percentage,H40,Return on total assets,Financial ratios,5.00,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN113,"Advertising, Market Research and Management Services",Percentage,H41,Liabilities structure,Financial ratios,38.00,"ANZSIC06 groups M694, M695, and M696"
2013,Level 4,MN114,Veterinary and Other Professional Services,Dollars (millions),H01,Total income,Financial performance,1188.00,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Dollars (millions),H04,Sales of goods and services,Financial performance,1161.00,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,C,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,C,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Dollars (millions),H07,Non-operating income,Financial performance,4.00,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Dollars (millions),H08,Total expenditure,Financial performance,1044.00,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Dollars (millions),H09,Interest and donations,Financial performance,11.00,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Dollars (millions),H10,Indirect taxes,Financial performance,4.00,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Dollars (millions),H11,Depreciation,Financial performance,32.00,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Dollars (millions),H12,Salaries and wages paid,Financial performance,344.00,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Dollars (millions),H13,Redundancy and severance,Financial performance,0.00,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,647.00,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Dollars (millions),H20,Non-operating expenses,Financial performance,5.00,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Dollars (millions),H21,Opening stocks,Financial performance,60.00,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Dollars (millions),H22,Closing stocks,Financial performance,65.00,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Dollars (millions),H23,Surplus before income tax,Financial performance,149.00,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Dollars (millions),H24,Total assets,Financial position,710.00,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Dollars (millions),H25,Current assets,Financial position,324.00,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Dollars (millions),H26,Fixed tangible assets,Financial position,218.00,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Dollars (millions),H27,Additions to fixed assets,Financial position,73.00,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Dollars (millions),H28,Disposals of fixed assets,Financial position,34.00,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Dollars (millions),H29,Other assets,Financial position,168.00,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Dollars (millions),H30,Total equity and liabilities,Financial position,710.00,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,252.00,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Dollars (millions),H32,Current liabilities,Financial position,286.00,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Dollars (millions),H33,Other liabilities,Financial position,172.00,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Dollars,H34,Total income per employee count,Financial ratios,190900.00,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Dollars,H35,Surplus per employee count,Financial ratios,23900.00,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Percentage,H36,Current ratio,Financial ratios,113.00,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Percentage,H37,Quick ratio,Financial ratios,90.00,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Percentage,H39,Return on equity,Financial ratios,59.00,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Percentage,H40,Return on total assets,Financial ratios,21.00,ANZSIC06 groups M697 and M699
2013,Level 4,MN114,Veterinary and Other Professional Services,Percentage,H41,Liabilities structure,Financial ratios,35.00,ANZSIC06 groups M697 and M699
2013,Level 4,MN115,Computer System Design and Related Services,Dollars (millions),H01,Total income,Financial performance,6187.00,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Dollars (millions),H04,Sales of goods and services,Financial performance,6072.00,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,44.00,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,14.00,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Dollars (millions),H07,Non-operating income,Financial performance,56.00,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Dollars (millions),H08,Total expenditure,Financial performance,5393.00,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Dollars (millions),H09,Interest and donations,Financial performance,26.00,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Dollars (millions),H10,Indirect taxes,Financial performance,13.00,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Dollars (millions),H11,Depreciation,Financial performance,134.00,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Dollars (millions),H12,Salaries and wages paid,Financial performance,2358.00,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Dollars (millions),H13,Redundancy and severance,Financial performance,4.00,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,2780.00,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Dollars (millions),H20,Non-operating expenses,Financial performance,82.00,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Dollars (millions),H21,Opening stocks,Financial performance,47.00,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Dollars (millions),H22,Closing stocks,Financial performance,49.00,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Dollars (millions),H23,Surplus before income tax,Financial performance,794.00,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Dollars (millions),H24,Total assets,Financial position,3465.00,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Dollars (millions),H25,Current assets,Financial position,2391.00,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Dollars (millions),H26,Fixed tangible assets,Financial position,383.00,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Dollars (millions),H27,Additions to fixed assets,Financial position,153.00,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Dollars (millions),H28,Disposals of fixed assets,Financial position,39.00,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Dollars (millions),H29,Other assets,Financial position,691.00,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Dollars (millions),H30,Total equity and liabilities,Financial position,3465.00,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,1420.00,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Dollars (millions),H32,Current liabilities,Financial position,1637.00,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Dollars (millions),H33,Other liabilities,Financial position,408.00,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Dollars,H34,Total income per employee count,Financial ratios,270600.00,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Dollars,H35,Surplus per employee count,Financial ratios,34700.00,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Percentage,H36,Current ratio,Financial ratios,146.00,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Percentage,H37,Quick ratio,Financial ratios,143.00,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Percentage,H39,Return on equity,Financial ratios,56.00,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Percentage,H40,Return on total assets,Financial ratios,23.00,ANZSIC06 group M700
2013,Level 4,MN115,Computer System Design and Related Services,Percentage,H41,Liabilities structure,Financial ratios,41.00,ANZSIC06 group M700
2013,Level 3,MN21,Administrative and Support Services,Dollars (millions),H01,Total income,Financial performance,8675.00,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Dollars (millions),H04,Sales of goods and services,Financial performance,8436.00,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,143.00,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,45.00,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Dollars (millions),H07,Non-operating income,Financial performance,51.00,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Dollars (millions),H08,Total expenditure,Financial performance,8062.00,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Dollars (millions),H09,Interest and donations,Financial performance,109.00,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Dollars (millions),H10,Indirect taxes,Financial performance,24.00,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Dollars (millions),H11,Depreciation,Financial performance,185.00,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Dollars (millions),H12,Salaries and wages paid,Financial performance,3120.00,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Dollars (millions),H13,Redundancy and severance,Financial performance,7.00,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,4476.00,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Dollars (millions),H20,Non-operating expenses,Financial performance,148.00,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Dollars (millions),H21,Opening stocks,Financial performance,94.00,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Dollars (millions),H22,Closing stocks,Financial performance,82.00,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Dollars (millions),H23,Surplus before income tax,Financial performance,601.00,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Dollars (millions),H24,Total assets,Financial position,6408.00,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Dollars (millions),H25,Current assets,Financial position,3001.00,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Dollars (millions),H26,Fixed tangible assets,Financial position,1875.00,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Dollars (millions),H27,Additions to fixed assets,Financial position,470.00,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Dollars (millions),H28,Disposals of fixed assets,Financial position,157.00,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Dollars (millions),H29,Other assets,Financial position,1532.00,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Dollars (millions),H30,Total equity and liabilities,Financial position,6408.00,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,2670.00,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Dollars (millions),H32,Current liabilities,Financial position,2387.00,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Dollars (millions),H33,Other liabilities,Financial position,1351.00,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Dollars,H34,Total income per employee count,Financial ratios,92800.00,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Dollars,H35,Surplus per employee count,Financial ratios,6400.00,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Percentage,H36,Current ratio,Financial ratios,126.00,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Percentage,H37,Quick ratio,Financial ratios,122.00,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Percentage,H39,Return on equity,Financial ratios,23.00,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Percentage,H40,Return on total assets,Financial ratios,9.00,ANZSIC06 division N
2013,Level 3,MN21,Administrative and Support Services,Percentage,H41,Liabilities structure,Financial ratios,42.00,ANZSIC06 division N
2013,Level 4,MN211,Travel Agency and Tour Arrangement Services,Dollars (millions),H01,Total income,Financial performance,705.00,ANZSIC06 group N722
2013,Level 4,MN211,Travel Agency and Tour Arrangement Services,Dollars (millions),H04,Sales of goods and services,Financial performance,684.00,ANZSIC06 group N722
2013,Level 4,MN211,Travel Agency and Tour Arrangement Services,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,13.00,ANZSIC06 group N722
2013,Level 4,MN211,Travel Agency and Tour Arrangement Services,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,C,ANZSIC06 group N722
2013,Level 4,MN211,Travel Agency and Tour Arrangement Services,Dollars (millions),H07,Non-operating income,Financial performance,C,ANZSIC06 group N722
2013,Level 4,MN211,Travel Agency and Tour Arrangement Services,Dollars (millions),H08,Total expenditure,Financial performance,668.00,ANZSIC06 group N722
2013,Level 4,MN211,Travel Agency and Tour Arrangement Services,Dollars (millions),H09,Interest and donations,Financial performance,4.00,ANZSIC06 group N722
2013,Level 4,MN211,Travel Agency and Tour Arrangement Services,Dollars (millions),H10,Indirect taxes,Financial performance,4.00,ANZSIC06 group N722
2013,Level 4,MN211,Travel Agency and Tour Arrangement Services,Dollars (millions),H11,Depreciation,Financial performance,17.00,ANZSIC06 group N722
2013,Level 4,MN211,Travel Agency and Tour Arrangement Services,Dollars (millions),H12,Salaries and wages paid,Financial performance,314.00,ANZSIC06 group N722
2013,Level 4,MN211,Travel Agency and Tour Arrangement Services,Dollars (millions),H13,Redundancy and severance,Financial performance,0.00,ANZSIC06 group N722
2013,Level 4,MN211,Travel Agency and Tour Arrangement Services,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,322.00,ANZSIC06 group N722
2013,Level 4,MN211,Travel Agency and Tour Arrangement Services,Dollars (millions),H20,Non-operating expenses,Financial performance,7.00,ANZSIC06 group N722
2013,Level 4,MN211,Travel Agency and Tour Arrangement Services,Dollars (millions),H21,Opening stocks,Financial performance,3.00,ANZSIC06 group N722
2013,Level 4,MN211,Travel Agency and Tour Arrangement Services,Dollars (millions),H22,Closing stocks,Financial performance,3.00,ANZSIC06 group N722
2013,Level 4,MN211,Travel Agency and Tour Arrangement Services,Dollars (millions),H23,Surplus before income tax,Financial performance,37.00,ANZSIC06 group N722
2013,Level 4,MN211,Travel Agency and Tour Arrangement Services,Dollars (millions),H24,Total assets,Financial position,743.00,ANZSIC06 group N722
2013,Level 4,MN211,Travel Agency and Tour Arrangement Services,Dollars (millions),H25,Current assets,Financial position,545.00,ANZSIC06 group N722
